Código|Descripción|Código de Barras|Precio Menudeo|Precio Mayoreo|Precio Residencial|Familia
1604010|Huevo de Rancho en Estuche Coronel 12 piezas|1604010|007430|007430|007650|Huevo
1604011|Huevo SANTIAGO en Estuche 12 piezas|7500326731136|003830|003830|003950|Huevo
1604013|Huevo SANTIAGO DOBLE YEMA en Estuche 20 pz|7500326731105|007460|007460|007690|Huevo
1604015|Huevo Multimarca|1604015|003850|003850|003970|Huevo
1605001|Chilorio de cerdo 215g CHATA (14pz)|7501023507123|006200|005840|006390|Comida Preparada
1605002|Cochinita Pibil 215g CHATA (14pz)|7501023507147|006250|005890|006440|Comida Preparada
1605009|Frijoles Bayo ISADORA 430g (24pz)|7501071307782|001800|001750|001850|Comida Preparada
1605010|Frijoles Enteros 560g LA SIERRA (12pz)|7501052424613|001870|001800|001930|Comida Preparada
1605013|Mole Rojo 245g DOÑA MARIA (24pz)|7501003150233|004400|004200|004530|Comida Preparada
1605014|Mole Verde 245g DOÑA MARIA (24pz)|7501003149138|005180|004920|005340|Comida Preparada
1605015|Frijoles Bayos 440g LA SIERRA (24pz)|7501052424033|001710|001620|001760|Comida Preparada
1605016|Frijoles Puercos 500g SABORES DE SINALOA|0606110079310|003250|003250|003350|Comida Preparada
1605019|Frijoles Peruano ISADORA 430g (24pz)|7501071307775|002140|002010|002200|Comida Preparada
1605020|Arroz Precocido Blanco 140grs (16pz)|7501071300615|002870|002660|002960|Comida Preparada
1605021|Arroz Precocido Mexicana 140grs (16pz)|7501071300493|002870|002660|002960|Comida Preparada
1605022|Pure de Papa VERDE VALLE 160grs (24pz)|7501071301629|003810|003590|003920|Comida Preparada
1605027|Frijoles Bayo EL MEXICANO 430g (12pz)|042743127354|001550|001470|001600|Comida Preparada
1605030|Mole Almendrado Bolsa 500g DON PANCHO (12pz)|726190001275|009304|008925|009585|Comida Preparada
1605033|Frijoles Negros Refritos LA SIERRA 430g (24pz)|7501052420165|001880|001790|001940|Comida Preparada
1605034|Mole En Pasta 500g  XIQUENO (24pz)|7501410750002|007690|007420|007690|Comida Preparada
1606002|Café de Grano 200g LEGAL|7501052411316|004890|004680|005040|Café  y Té
1606003|Nescafe Clásico 120g NESCAFE (12pz)|7501058620101|010150|009690|010450|Café  y Té
1606004|Nescafe Clásico 200g NESCAFE (12pz)|7501059224827|014420|013720|014850|Café  y Té
1606006|Coffee-Mate 170g NESTLE (12pz)|7501058619228|003650|003450|003760|Café  y Té
1606007|Nescafe Capuchino Moka 20g NESCAFE (6pz)|7501058629166|001000|001000|001030|Café  y Té
1606008|Nescafe Capuchino 20g (6pz)|7501058629128|000970|000930|001000|Café  y Té
1606009|Te de Manzanilla Caja MC CORMICK|7501003339133|002030|001940|002090|Café  y Té
1606011|Nescafe Clasico Stick sobres 14g (15pz)|7501000911783|001290|001240|001330|Café  y Té
1606012|Nescafe Clasico 42g (16pz)|7501000912803|004700|004520|004840|Café  y Té
1606015|Nescafe Decaf 120g NESCAFE (12pz)|7501058628473|013300|012600|013700|Café  y Té
1606016|Bebida refrescante de cafe VAINILLA OLE 281ml|7503001453187|003630|003630|003740|Café  y Té
1606020|Crema para café Natural Lyncott 30pz|7501092105176|004270|004270|004400|Café  y Té
1606021|Café de Grano 30g LEGAL|7501052410142|000800|000800|000800|Café  y Té
1606031|Cafe Lechero Deslactosado ALPURA 315ml|7501055915187|002260|002260|002330|Café  y Té
1606036|CHOCOLATE ABUELITA  16oz|1606036|002500|002500|002580|Café  y Té
1606037|CHOCOLATE CARLOS V 16oz|1606037|002500|002500|002580|Café  y Té
1607001|Enteros 2.8kg EL MEXICANO|042743230207|007300|006900|007520|Chiles y Vinagres
1607002|Jalapeños 220g LA COSTEÑA (48pz)|7501017005000|001510|001440|001560|Chiles y Vinagres
1607003|Jalapeños 380g LA COSTEÑA (24pz)|7501017004003|002500|002360|002580|Chiles y Vinagres
1607004|Jalapeños 780g LA COSTEÑA (12pz)|7501017003006|003590|003420|003700|Chiles y Vinagres
1607005|Jalapeños 3kg LA COSTEÑA|7501017002009|008250|008250|008500|Chiles y Vinagres
1607006|Rajas 2.8kg EL MEXICANO|42743230184|009400|008900|009680|Chiles y Vinagres
1607007|Rajas 105g LA COSTEÑA (40pz)|7501017006014|001030|000980|001060|Chiles y Vinagres
1607008|Rajas 220g LA COSTEÑA (48pz)|7501017005024|001800|001710|001850|Chiles y Vinagres
1607009|Rajas 380g LA COSTEÑA (24pz)|7501017004027|003060|002920|003150|Chiles y Vinagres
1607010|Rajas 800g LA COSTEÑA (12pz)|7501017003020|004300|004070|004430|Chiles y Vinagres
1607011|Rajas 3kg LA COSTEÑA|7501017002023|012100|012100|012460|Chiles y Vinagres
1607012|Chipotles Adobados 105g LA COSTEÑA (40pz)|7501017006021|001690|001600|001740|Chiles y Vinagres
1607013|Chipotles 225g LA COSTEÑA (24pz)|7501017005031|003250|003100|003350|Chiles y Vinagres
1607014|Nacho Verde 2.8kg EL MEXICANO|42743230344|009580|009100|009870|Chiles y Vinagres
1607015|Chiles Gueros 400g SAN MARCOS|7501023314028|005250|005000|005410|Chiles y Vinagres
1607016|Chipotle Adobado 380g El MEXICANO (12pz)|042743230375|003950|003750|004020|Chiles y Vinagres
1607017|Chipotle Adobado 215g El MEXICANO (24pz)|042743230337|002530|002400|002610|Chiles y Vinagres
1607018|Chipotles 2.840kg EL MEXICANO|42743230795|021000|020000|021630|Chiles y Vinagres
1607019|Rajas 800g EL MEXICANO (12pz)|042743230245|003320|003150|003420|Chiles y Vinagres
1607020|Jalapeños 737g EL MEXICANO (12pz)|42743230214|002900|002750|002990|Chiles y Vinagres
1607027|Vinagre Blanco 1lt CLEMENTE (12pz)|7501052475011|001520|001450|001570|Chiles y Vinagres
1607031|Jalapeños en vinagre a Granel|1607031|000900|000900|000930|Chiles y Vinagres
1607032|Vinagre Blanco 3.7L COSTENA (4pz)|7501017002115|003800|003800|003800|Chiles y Vinagres
1607033|Vinagre Manzana 1L COSTENA (12pz)|7501017003761|002090|002000|002090|Chiles y Vinagres
1608006|Salsa 1lt SAN LUIS (12pz)|7501340700016|002700|002590|002780|Salsas y Puré
1608008|Salsa Picante Amarilla VALENTINA 370ml (24pz)|097339000054|001700|001600|001750|Salsas y Puré
1608009|Chile en Polvo TAJIN 142grs (12pz)|633148100013|003990|003800|004110|Salsas y Puré
1608010|Salsa Catsup Squezze 350g CLEMENTE (24pz)|7501052472102|001830|001740|001880|Salsas y Puré
1608011|Salsa De Chipotle 220g (24pz)|7501017005963|001540|001470|001590|Salsas y Puré
1608012|Salsa Catsup a Granel RICA|1608012|001550|001550|001600|Salsas y Puré
1608013|Salsa Catsup a Granel LOS ARCOS|1608013|001750|001750|001800|Salsas y Puré
1608014|Salsa Inglesa 145ml CROSSE&BLACK (24pz)|7501001604318|003650|003500|003760|Salsas y Puré
1608015|Jugo MAGGI 100ml (12pz)|7501001604103|003980|003820|004100|Salsas y Puré
1608016|Pure de Tomate 210g DEL FUERTE (24pz)|7501079702817|000840|000840|000870|Salsas y Puré
1608017|Pure de Tomate 1kg DEL FUERTE  (12pz)|7501079702848|003590|003400|003700|Salsas y Puré
1608018|Salsa tipo Catsup EMBASA 1kg (12pz)|7501018203849|002830|002700|002910|Salsas y Puré
1608019|Salsa 210ml  SAN LUIS (20pz)|7501340700030|001350|001300|001390|Salsas y Puré
1608020|Salsa Casera Verde 250g LA COSTEÑA (20pz)|7501017005925|002500|002380|002580|Salsas y Puré
1608021|Salsa Casera Roja 250g LA COSTEÑA (20pz)|7501017005949|002500|002380|002580|Salsas y Puré
1608034|Salsa Catsup a Granel LOS ARCOS|1608034|001880|001880|001940|Salsas y Puré
1608038|Salsa KIKKOMAN de Soya 296ml (12pz)|041390000706|007500|007150|007730|Salsas y Puré
1608039|Salsa Catsup 4.5kg DON TOMATE|7500326701528|010400|009850|010710|Salsas y Puré
1608040|Salsa Catsup a Granel DON TOMATE|1608040|002790|002790|002870|Salsas y Puré
1608041|Tomate Ketchup HEINZ 397gr (16pz)|013000001243|002750|002600|002830|Salsas y Puré
1608046|Salsa HUNTS BBQ Original 620g (12pz)|7501006584028|005600|005300|005770|Salsas y Puré
1608047|Salsa para Pasta  HUNTS Tradicional  360g (24pz)|7501006523959|003200|003050|003300|Salsas y Puré
1608048|Salsa para Pasta  HUNTS BOLOGNESA  360g (24pz)|7501006582949|003000|002850|003090|Salsas y Puré
1608049|Salsa Bolognese BARILLA 400g|8076809513326|008860|008630|009130|Salsas y Puré
1608051|Salsa de Tomate tradicional BARILLA 400g|8076809538442|005620|005510|005790|Salsas y Puré
1608053|Salsas OCHOA  250ml|7501640100097|002420|002420|002500|Salsas y Puré
1608055|Salsa Picante LA BOTANERA 370ml  Clásica (24pz)|738545010481|001750|001640|001800|Salsas y Puré
1608056|Salsa de Guacamole 240g HERDEZ (12pz)|7501003105431|002750|002600|002750|Salsas y Puré
1608057|Salsa Mango Habanero 291g CUSTOM CULINARY|7503032642796|003150|003150|003150|Salsas y Puré
1608058|Salsa Para Alitas 500g CUSTOM CULINARY|7503032642116|004050|003900|004050|Salsas y Puré
1608059|Aderezo Ranch  Extra Cremoso 242g CUSTOM CULINARY|7503032642116|003150|003020|003150|Salsas y Puré
1608060|Aderezo Ranch  Habanero 480g CUSTOM CULINARY|7503044127007|006000|005800|006000|Salsas y Puré
1609001|Aceite 1lt 1-2-3 (12pz)|75002343|004800|004800|004940|Aceite
1609002|Aceite 1lt CRISTAL (12pz)|7501048100163|003990|003990|004110|Aceite
1609005|Aceite 840ml CAPULLO (12pz)|7502223772588|005150|005150|005300|Aceite
1609006|Aceite 500lm 1-2-3 (24pz)|75005443|002450|002450|002520|Aceite
1609007|Aceite 500ml CRISTAL (24pz)|7501048100200|002020|002020|002080|Aceite
1609008|Aceite 800ml NUTRIOLI (12pz)|7501039122846|003880|003880|004000|Aceite
1609009|Aceite 900ml SABROSANO (12pz)|7501039122099|004000|004000|004120|Aceite
1609011|Aceite de olivo Extra Virgen 250ml NUTRIOLI (12pz)|7501039127285|010400|010400|010710|Aceite
1609012|Manteca INCA 500gr (24pz)|7502223774018|004050|004050|004170|Aceite
1610001|Aceituna Manz. 150g BUFALO (24pz)|7501003309976|003510|003350|003620|Latería
1610002|Champiñones Reb 186g HERDEZ (24pz)|7501003123213|002140|002020|002200|Latería
1610003|Champiñones Reb 380g HERDEZ (24pz)|7501003123237|003920|003780|004040|Latería
1610004|Grano de Elote 200g HERDEZ (24pz)|7501003124234|001350|001280|001400|Latería
1610005|Grano de Elote 400g HERDEZ (24pz)|7501003124241|002050|001950|002120|Latería
1610006|Chicharos c/Zanahoria 225g (48pz)|7501003101631|001140|001080|001170|Latería
1610007|Chicharos c/Zanahoria 450g HERDEZ (24pz)|7501003124180|001800|001660|001850|Latería
1610008|Ensalada d/Legumbres 215g HERDEZ (48pz)|7501003124333|001150|001100|001230|Latería
1610009|Ensalada de Legumbres 480g HERDEZ (24pz)|7501003124340|001850|001770|001910|Latería
1610019|Atun en Agua 133g DOLORES (36pz)|7501045403915|002300|002230|002370|Latería
1610020|Atun en Aceite 133g DOLORES (36pz)|7501045403908|002300|002230|002370|Latería
1610024|Maíz Pozolero GAVI|7501472700090|002150|002100|002210|Latería
1610025|Maíz Pozolero 3kg EL MEXICANO|042743230511|006750|006750|006950|Latería
1610028|Atun en Agua 130g TUNY (48pz)|7501041420022|001650|001590|001700|Latería
1610029|Atun en Aceite 140g TUNY (48pz)|7501041420039|001790|001710|001840|Latería
1610030|Atun en Agua 295g TUNY (24pz)|7501041420220|003250|003120|003350|Latería
1610031|Atun en Aceite 295g TUNY (24pz)|7501041419095|003250|003120|003350|Latería
1610032|Atun en Aceite 295g DOLORES (24pz)|7501045400846|004850|004650|005000|Latería
1610033|Atun en Agua 295g DOLORES (24pz)|7501045400860|004850|004650|005000|Latería
1610034|Ensalada de atun  140g DOLORES (24pz)|7501045401447|002090|001990|002150|Latería
1610035|Ensalada de atun  135g TUNY (48pz)|7501041415592|001650|001650|001700|Latería
1610036|Sardina  425g DOLORES (24pz)|7501045403281|004450|004300|004580|Latería
1610038|Ensalada campesina la COSTENA 400gr (24)|7501017043132|001700|001650|001700|Latería
1611001|Sopa de Fideo No. 0 de 200g MODERNA (20pz)|7501018310011|000890|000850|000920|Sopas
1611002|Sopa de Codo 200g MODERNA (20pz)|7501018310523|000890|000850|000920|Sopas
1611003|sopa moñito No.2 de 200grs MODERNA (20pz)|7501018310752|000890|000850|000920|Sopas
1611004|Sopa de Spaghetti 200grs MODERNA (20pz)|7501018310103|000890|000850|000920|Sopas
1611005|Sopa Fideo No.2 MODERNA (20pz)|7501018310035|000890|000850|000920|Sopas
1611006|Sopa de Tallarin No.2 de 200g MODERNA (20pz)|7501018310059|000890|000850|000920|Sopas
1611007|Sopa de Estrella 200g MODERNA (20pz)|7501018310318|000890|000850|000920|Sopas
1611008|Sopa de Letra 200g MODERNA (20pz)|7501018310257|000890|000850|000920|Sopas
1611010|Sopa de Caracol 200g MODERNA (20pz)|7501018310561|000890|000850|000920|Sopas
1611012|Sopa de Pluma 200g MODERNA (20pz)|7501018310608|000890|000850|000920|Sopas
1611014|Sopa de Tornillo 200g MODERNA (20pz)|7501018310592|000890|000850|000920|Sopas
1611017|Sopa Lengua MODERNA (20pz)|7501018310233|000890|000850|000920|Sopas
1611018|Sopa Camarón con Habanero MARUCHAN (12pz)|041789001864|001850|001750|001910|Sopas
1611019|Sopa Pollo MARUCHAN (12pz)|041789001918|001850|001750|001910|Sopas
1611020|Sopa Res MARUCHAN (12pz)|041789001925|001850|001750|001910|Sopas
1611021|Sopa Camarón MARUCHAN (12pz)|041789001956|001850|001750|001910|Sopas
1611022|Sopa Camarón con Piquin MARUCHAN|041789001987|001850|001750|001910|Sopas
1611023|Sopa Inst Fideo 95g KNORR  (12pz)|7501005129923|001740|001650|001790|Sopas
1611024|Sopa Inst Municion 95g KNORR  (12pz)|7501005134002|001740|001650|001790|Sopas
1611026|Sopa Inst Letras 95g KNORR  (12pz)|7501005129954|001740|001650|001790|Sopas
1611027|Sopa Inst Estrella 95g KNORR  (12pz)|7501005129947|001740|001650|001790|Sopas
1611028|Sopa Inst Coditos 95g KNORR  (12pz)|7501005134712|001740|001650|001790|Sopas
1611029|Sopa de Spaghetti No.5  200g  BARILLA  (40pzas)|8076809513050|001250|001150|001290|Sopas
1611032|Sopa de Spaghetti No.5  500g  BARILLA (25pzas)|8076809515207|002630|002470|002710|Sopas
1611034|Sopa PENNE RIGATE 500g BARILLA (14pzas)|8076809580656|002630|002470|002710|Sopas
1611035|Sopa FUSILLI  500g BARILLA (12 pzas)|8076809578387|002630|002470|002710|Sopas
1611036|Sopa FETTUCCINE  500g  BARILLA (25pzas)|8076809531351|002630|002470|002710|Sopas
1611037|Lasagne 500g BARILLA (12pzas)|8076809575676|009570|008910|009860|Sopas
1611038|Sopa Camaron y limon MARUCHAN (12pz)|041789001857|001850|001750|001910|Sopas
1611040|Sopa de CAMARON HABANERO LIMON NISSIN (12pz)|070662141229|001310|001250|001350|Sopas
1611041|Sopa Kids Animalitos  200g MODERNA (20pz)|7501018310622|000800|000750|000800|Sopas
1611042|Sopa Ramen Camaron Limon y Habanero 85g MARUCHAN (24pz)|041789002960|000850|000780|000850|Sopas
1612001|Canela PRUE-B|6|000690|000690|000710|"Especies, Sazonador"
1612014|KNORR SUIZA 50pz (50pz)|7501005180306|000420|000400|000430|"Especies, Sazonador"
1612015|KNORR TOMATE 28pz (24pz)|7501005180504|000380|000360|000390|"Especies, Sazonador"
1612018|Sal c/Ajo 157g MC CORMICK (12pz)|7501003311450|002350|002250|002420|"Especies, Sazonador"
1612019|Achiote 110g LOL-TUN|7501037217162|001340|001290|001380|"Especies, Sazonador"
1612020|KNORR en polvo 168g (18pz)|7506306321939|003350|003200|003450|"Especies, Sazonador"
1612024|Canela Molida McCormick 63gr|7501003337627|004170|003970|004300|"Especies, Sazonador"
1612032|Piminta Negra Molida McCormick 64gr|7501003302090|006970|006650|007180|"Especies, Sazonador"
1612035|Flor de Jamaica Don Juan 100gr|90312816|003190|003130|003290|"Especies, Sazonador"
1612036|Sazonador Maggi Jugoso al Sarten 24g|8585002432315|002100|002000|002100|"Especies, Sazonador"
1612037|Bicarbonato de Sodio PROMESA 220g (50pz)|013602001504|002550|002450|002550|"Especies, Sazonador"
1613006|Arroz 1kg MORELOS (10pz)|7503017898002|003350|003350|003450|Productos en Grano
1613007|Palomitas con Mantequilla ACT II (18pz)|7501006559019|001350|001300|001390|Productos en Grano
1613008|Palomitas Natural ACTII (18pz)|7501006559002|001350|001300|001390|Productos en Grano
1613009|Palomitas Extra Mantequilla ACT II (18pz)|7501006559026|001300|001240|001340|Productos en Grano
1613012|Arroz 1kg JUPASA (10pz)|7503015280014|002400|002250|002470|Productos en Grano
1613013|Frijol Flor de Junio 1kg JUPASA (10pz)|7503015280021|003650|003650|003760|Productos en Grano
1613014|Frijol Peruano 900g JUPASA|7503015280038|003900|003900|003900|Productos en Grano
1613015|Frijol Negro JUPASA 1KG (10pz)|7503015280076|004100|004100|004220|Productos en Grano
1613019|Lenteja Chica  500kg JUPASA|7503015280052|002050|001950|002110|Productos en Grano
1613020|Maiz Palomero Jupasa 500grs|7503015280090|001500|001450|001550|Productos en Grano
1613021|Arroz Schettino 900g|7501372810325|002700|002590|002780|Productos en Grano
1614001|Azucar|1614001|001860|001860|001920|"Harina, Sal y Azúcar"
1614003|Sal Molida 1kg LA FINA (18pz)|034587031010|001950|001850|002010|"Harina, Sal y Azúcar"
1614004|MAIZENA Fresa 45g (24pz)|7501005106801|001090|001050|001120|"Harina, Sal y Azúcar"
1614005|MAIZENA Chocolate 45g (24pz)|7501005107013|001090|001050|001120|"Harina, Sal y Azúcar"
1614007|Harina de Maíz 1kg MASECA (10pz)|7501077400050|002200|002090|002270|"Harina, Sal y Azúcar"
1614008|Harina p/Hot Cakes 500g NEGRITA (10pz)|7500478034147|006550|006250|006750|"Harina, Sal y Azúcar"
1614009|Harina de Trigo 1kg MODERNA (10pz)|7501018315818|001950|001900|002010|"Harina, Sal y Azúcar"
1614010|Azucar mascabado ZULKA 500g(20pz)|661440000205|002800|002650|002880|"Harina, Sal y Azúcar"
1614012|MAIZENA Natural 160g  (96pz)|7501005110389|002500|002360|002580|"Harina, Sal y Azúcar"
1614013|Piloncillo Artesanal|1614013|005000|004750|005150|"Harina, Sal y Azúcar"
1614014|Levadura en polvo 56g con 5 sobres TRADIPAN|017929111014|002440|002310|002510|"Harina, Sal y Azúcar"
1614015|Sal Molida 1kg LA FINA BOTE (12pz)|034587020069|002250|002150|002320|"Harina, Sal y Azúcar"
1614018|Endulzante Splenda 25 sobres (24 cajas)|722776000175|002350|002270|002420|"Harina, Sal y Azúcar"
1614020|Harina para pastel French Vanilla  BETTY CROCKER 432g|16000490987|004490|004490|004620|"Harina, Sal y Azúcar"
1614021|Harina para pastel Chocolate Chunk  BETTY CROCKER 510g|16000490932|007200|007200|007420|"Harina, Sal y Azúcar"
1614023|Polvo para Hornear 100g REXAL|013602000200|001540|001460|001540|"Harina, Sal y Azúcar"
1614024|Harina para Hot Cakes 800g GLORIA  (12pz)|7503029741457|005150|004900|005150|"Harina, Sal y Azúcar"
1615001|KOLA LOKA Goterito 3.5 g (10pz)|7501102614001|002340|002210|002410|Abarrote del Hogar
1615002|CARBON 3kg|7503026216002|007630|007630|007860|Abarrote del Hogar
1615003|Encendedor Grande BIC (15pz)|3086123397859|002200|002200|002270|Abarrote del Hogar
1615006|Cerillo 115pz FLAMA|7501232002303|000700|000670|000720|Abarrote del Hogar
1615009|MICRODYN 15ml (12pz por exhibidor)|7501119500366|002850|002700|002940|Abarrote del Hogar
1615011|Raidolitos 12pz JHONSON  (12pz)|7591005574007|002200|002100|002270|Abarrote del Hogar
1615016|Mata Bichos 400ml RAID (12pz)|7501032925550|007750|007750|007980|Abarrote del Hogar
1615023|Veladora MEGA LIMONERO (20pz)|7501102260024|001350|001280|001390|Abarrote del Hogar
1615024|Bolsa Ziploz para  Sandwich 50 pzs (12piezas)|7501032990053|005640|005350|005810|Abarrote del Hogar
1615025|Limpiador líquido Windex original 640 ml|7501032922795|005900|005900|005900|Abarrote del Hogar
1616001|BAGUETTE (ATENCION A NEGOCIOS)|1616001|001250|001250|001290|Abarrote Atn Negocio
1616002|Salsa inglesa 980ml|1616002|011458|011458|011800|Abarrote Atn Negocio
1616004|CHAROLA DE UNICEL NO.66 C/500 PZ|7502208800558|001600|001550|001650|Abarrote Atn Negocio
1616007|CHAROLA UNICEL 10 X 14 C/8paq.25pz.|1616007|002336|002336|002410|Abarrote Atn Negocio
1616009|BOLSA NAT. 8 X 12|1616009|004876|004876|005020|Abarrote Atn Negocio
1616010|Galleta SURTIDO RICO|1616010|001800|001800|001850|Abarrote Atn Negocio
1616017|VASO TERMICO #12|1616017|001950|001800|002010|Abarrote Atn Negocio
1616018|Yoghurt Yoplait 1lt.|1616018|005150|005150|005300|Abarrote Atn Negocio
1616019|EGAPAC 30 X 600|1616019|010000|010000|010300|Abarrote Atn Negocio
1616020|Jamon Tipo Americano Capistrano 1 kg y 1 cm. de grueso Rebanado|1616020|009550|009550|009840|Abarrote Atn Negocio
1616021|Salchicha Viena  Capistrano  2.5 a 2.75|1616021|014470|014470|014900|Abarrote Atn Negocio
1616022|salchicha de Pavo  Capistrano 2.5 a 2.70|1616022|014920|014920|015370|Abarrote Atn Negocio
1616023|Chorizo Español Capistrano de 3.3 a 3.5 kg.|1616023|033650|033650|034660|Abarrote Atn Negocio
1616024|Jamon de Pavo Natural Capistrano 1 cm. de Grueso Rebanado 1 kg|1616024|012420|012420|012790|Abarrote Atn Negocio
1616025|Mortadela Capistrano 1cm. de Grueso|1616025|001500|001500|001550|Abarrote Atn Negocio
1616026|Jamon tipo Virginia Capistrano 1 cm.de Grueso Rebanado 1kg|1616026|013280|013280|013680|Abarrote Atn Negocio
1616029|Huevo de Gallina  c/360pza|1616029|052920|052920|054510|Abarrote Atn Negocio
1616033|Carne para hambuergesa LA HUERTA 44pzas|1616033|032000|032000|032960|Abarrote Atn Negocio
1616035|Tocineta Rebanada|1616035|012370|012370|012740|Abarrote Atn Negocio
1616036|Yoghurt Yoplait 4 lt.|1616036|015450|015450|015910|Abarrote Atn Negocio
1616039|Chorizo Económico AROOS Paq.|1616039|022100|022100|022760|Abarrote Atn Negocio
1616040|Despensa /Arco Navideño|1616040|040000|040000|041200|Abarrote Atn Negocio
1616041|Cesta Calada|1616041|002000|002000|002060|Abarrote Atn Negocio
1616042|Oaxaca Artesanal La Quinta 3 Kg|1616042|010700|010300|011020|Abarrote Atn Negocio
1616051|Peperoni Galicia 1Kg|1616051|016010|015330|016490|Abarrote Atn Negocio
1616052|Tocino Rebanado Nayar 500g|1616052|010700|010700|011020|Abarrote Atn Negocio
1616054|Leche Clavel 990 ml|7501059240681|006000|006000|006180|Abarrote Atn Negocio
1616055|Pechuga pavo Zwan 250gr|1616055|008010|008010|008250|Abarrote Atn Negocio
1616057|Crema ALPURA 4L|1616057|025500|025500|025500|Abarrote Atn Negocio
1616058|Huevo Liquido SAN JUAN 3.7kg|7502232251814|020990|020990|021620|Abarrote Atn Negocio
1616059|Pasta de Hojaldre|1616059|009800|009800|010090|Abarrote Atn Negocio
1616060|Salsa Catsup en sobres 9 grs|1616060|017000|017000|016480|Abarrote Atn Negocio
1616061|Aderezo de Mayonesa en sobres 9 grs|1616061|014000|014000|014000|Abarrote Atn Negocio
1616062|Mostaza en sobres 5 grs|1616062|014000|014000|014000|Abarrote Atn Negocio
1616063|Queso Ranchero Economico 900g|1616063|008770|008520|009030|Abarrote Atn Negocio
1616064|Jamon Tipo Americano FUD 1 kg y 1 cm. de grueso Rebanado|1616064|010150|009620|010450|Abarrote Atn Negocio
1616067|Crema Natural CORONEL Envase 1kg|1616067|007050|006900|007260|Abarrote Atn Negocio
1616068|Cacahuate Enchilado GOLD FRITZ|1616068|009550|009550|009840|Abarrote Atn Negocio
1616069|Cacahuate Japones GOLD FRITZ|1616069|007500|007500|007730|Abarrote Atn Negocio
1616070|Cacahuate Salado GOLD FRITZ|1616070|009550|009550|009840|Abarrote Atn Negocio
1616071|Pepita Amarilla GOLD FRITZ|1616071|017400|017400|017920|Abarrote Atn Negocio
1616072|Maiz GOLD FRITZ CHIPOTLE|1616072|015100|014700|015550|Abarrote Atn Negocio
1616073|Maiz GOLD FRITZ CHEDDAR|1616073|017200|017200|017720|Abarrote Atn Negocio
1616074|Haba con Cascara Enchilada GOLD FRITZ|1616074|011400|011400|011740|Abarrote Atn Negocio
1616075|Arandano Deshidratado natural Fruit|1616075|017300|017300|017820|Abarrote Atn Negocio
1616076|Pistache con cascara California|1616076|036200|036200|037290|Abarrote Atn Negocio
1616077|Almendra Natural|1616077|028480|027860|029330|Abarrote Atn Negocio
1616078|Nuez Entera Western|1616078|039000|039000|041097|Abarrote Atn Negocio
1616079|Pasa Nacional|1616079|009300|009300|009580|Abarrote Atn Negocio
1616081|Gomita Chica|1616081|016550|016550|017050|Abarrote Atn Negocio
1616082|Garbanzo Enchilado|1616082|009850|009850|010150|Abarrote Atn Negocio
1616083|Arroz LA COSECHA 900g|7502233116150|002150|002020|002210|Abarrote Atn Negocio
1616084|Nuez de la India Salada|1616084|034500|034000|035540|Abarrote Atn Negocio
1616085|Chorizo Espanol Coronel de 3.3 a 3.5 kg.|1616085|032350|032350|033320|Abarrote Atn Negocio
1616086|Frijol negro 1kg|1616086|002200|002200|002270|Abarrote Atn Negocio
1616087|Queso Panela Verde La Quinta|1616087|011160|011160|011490|Abarrote Atn Negocio
1616089|Nuez Entera Garapinada|1616089|030900|030900|031830|Abarrote Atn Negocio
1616090|Cacahuate Garapiñado con ajonjoli|1616090|009000|009000|009270|Abarrote Atn Negocio
1616091|Jamon Espaldilla con pavo SAN ANTONIO|1616091|005000|004850|005150|Abarrote Atn Negocio
1616092|Pan molido coronel 1kg|1616092|006500|006500|006700|Abarrote Atn Negocio
1616093|Jarabe maple 30g HEINZ (72pzas)|1616093|017880|017880|018420|Abarrote Atn Negocio
1616094|Mermelada HEINZ 20g (120pzas)|1616094|022500|022500|023180|Abarrote Atn Negocio
1616095|Papas a la francesa delgada Simplot 2.73|1616095|019500|019500|019880|Abarrote Atn Negocio
1616096|Tocineta Galy barra|1616096|009400|009050|009680|Tocino
1616097|Crema de coco CALAHUA 1LT|1616097|007000|007000|007000|Abarrote Atn Negocio
1616098|Mango en almibar COSTEÑA 800grs|1616098|004650|004350|004790|Abarrote Atn Negocio
1616099|Margarina 1 KG Los llanos|1616099|005720|005720|005900|Abarrote Atn Negocio
1616100|Grano de elote  2.9 KG|1616100|013000|013000|013390|Abarrote Atn Negocio
1616101|Jugo Maggy 1.9 ml|1616101|048000|048000|049440|Abarrote Atn Negocio
1616102|Salsa Inglesa C&B 1.9 ml|1616102|027500|027500|028330|Abarrote Atn Negocio
1616103|Contenedor 8x8|1616103|000325|000300|000330|Abarrote Atn Negocio
1616104|Vaso para muestra de 1oz|1616104|000040|000030|000030|Abarrote Atn Negocio
1616105|Tapa para Vaso 1oz|1616105|000050|000050|000050|Abarrote Atn Negocio
1616106|Sal con Ajo 1.03 Kg|1616106|013300|013300|013700|Abarrote Atn Negocio
1616107|Oregano 195 grs|1616107|013300|013300|013700|Abarrote Atn Negocio
1616108|Canela en Polvo 400 grs|1616108|014700|014700|015140|Abarrote Atn Negocio
1616109|Perejil Deshidratado 88 grs|1616109|011700|011700|012050|Abarrote Atn Negocio
1616110|Pimienta Negra 510 grs|1616110|020600|020600|021220|Abarrote Atn Negocio
1616111|Jugo de arandano 2.83 lt|1616111|007000|007000|007210|Abarrote Atn Negocio
